id,content
1489,"eindhoven university of technology in Netherlands offers the program AI & Robotics.      Admission Requirements:     - GRE Score: 318     - TOEFL Score: 113     - Minimum CGPA: 8.57      Application Details:     - Deadline: Jun 01, 2026     - Required Documents: SOP, LOR (2), Transcripts, Resume, Passport Copy, IELTS/TOEFL Report, Financial Proof      Financial Information:     - Tuition Fee: 16023      Admission Insight:     - Chance of Admission: 0.66"
1490,"northeastern university in USA offers the program Bioinformatics.      Admission Requirements:     - GRE Score: 319     - TOEFL Score: 102     - Minimum CGPA: 8.5      Application Details:     - Deadline: Sep 01, 2026     - Required Documents: SOP, LOR (3), Transcripts, Resume, Passport Copy, GRE Score Report, Financial Proof      Financial Information:     - Tuition Fee: 41465      Admission Insight:     - Chance of Admission: 0.8"
1491,"utrecht university in Netherlands offers the program Cybersecurity.      Admission Requirements:     - GRE Score: 317     - TOEFL Score: 99     - Minimum CGPA: 6.7      Application Details:     - Deadline: Dec 01, 2025     - Required Documents: SOP, LOR (2), Transcripts, Resume, Passport Copy, IELTS/TOEFL Report, Financial Proof      Financial Information:     - Tuition Fee: 13553      Admission Insight:     - Chance of Admission: 0.71"
1492,"harvard university in USA offers the program Data Science.      Admission Requirements:     - GRE Score: 325     - TOEFL Score: 111     - Minimum CGPA: 8.96      Application Details:     - Deadline: Mar 15, 2026     - Required Documents: SOP, LOR (3), Transcripts, Resume, Passport Copy, GRE Score Report, Financial Proof      Financial Information:     - Tuition Fee: 53594      Admission Insight:     - Chance of Admission: 0.58"
1493,"nanyang technological university in Singapore offers the program Computational Finance.      Admission Requirements:     - GRE Score: 331     - TOEFL Score: 107     - Minimum CGPA: 8.6      Application Details:     - Deadline: Feb 01, 2026     - Required Documents: SOP, LOR (3), Transcripts, Resume, Passport Copy, IELTS/TOEFL Report, Financial Proof      Financial Information:     - Tuition Fee: 18898      Admission Insight:     - Chance of Admission: 0.58"
1494,"harvard university in USA offers the program Electrical Engineering.      Admission Requirements:     - GRE Score: 330     - TOEFL Score: 109     - Minimum CGPA: 9.48      Application Details:     - Deadline: Sep 01, 2026     - Required Documents: SOP, LOR (3), Transcripts, Resume, Passport Copy, GRE Score Report, Financial Proof      Financial Information:     - Tuition Fee: 54823      Admission Insight:     - Chance of Admission: 0.61"
1495,"rmit university in Australia offers the program Digital Transformation.      Admission Requirements:     - GRE Score: 312     - TOEFL Score: 96     - Minimum CGPA: 7.18      Application Details:     - Deadline: Dec 15, 2025     - Required Documents: SOP, LOR (3), Transcripts, Resume, Passport Copy, IELTS Report, Financial Proof, Health Insurance      Financial Information:     - Tuition Fee: 26604      Admission Insight:     - Chance of Admission: 0.72"
1496,"university of washington in USA offers the program Information Systems.      Admission Requirements:     - GRE Score: 328     - TOEFL Score: 115     - Minimum CGPA: 8.97      Application Details:     - Deadline: Oct 15, 2026     - Required Documents: SOP, LOR (3), Transcripts, Resume, Passport Copy, GRE Score Report, Financial Proof      Financial Information:     - Tuition Fee: 39440      Admission Insight:     - Chance of Admission: 0.81"
1497,"carnegie mellon university in USA offers the program Bioinformatics.      Admission Requirements:     - GRE Score: 337     - TOEFL Score: 120     - Minimum CGPA: 9.03      Application Details:     - Deadline: Nov 15, 2026     - Required Documents: SOP, LOR (3), Transcripts, Resume, Passport Copy, GRE Score Report, Financial Proof      Financial Information:     - Tuition Fee: 53968      Admission Insight:     - Chance of Admission: 0.7"
1498,"humboldt university berlin in Germany offers the program Software Engineering.      Admission Requirements:     - GRE Score: 316     - TOEFL Score: 100     - Minimum CGPA: 8.34      Application Details:     - Deadline: Oct 15, 2026     - Required Documents: SOP, LOR (2), Transcripts, Resume, Passport Copy, Language Proficiency Certificate, Motivation Letter, APS Certificate      Financial Information:     - Tuition Fee: 1493      Admission Insight:     - Chance of Admission: 0.61"
1499,"university of tokyo in Japan offers the program Information Systems.      Admission Requirements:     - GRE Score: 340     - TOEFL Score: 108     - Minimum CGPA: 8.99      Application Details:     - Deadline: May 15, 2026     - Required Documents: SOP, LOR (2), Transcripts, Resume, Passport Copy, Language Proficiency Certificate, Financial Proof      Financial Information:     - Tuition Fee: 6646      Admission Insight:     - Chance of Admission: 0.63"
1500,"university of western australia in Australia offers the program Computer Science.      Admission Requirements:     - GRE Score: 310     - TOEFL Score: 99     - Minimum CGPA: 8.17      Application Details:     - Deadline: May 15, 2026     - Required Documents: SOP, LOR (3), Transcripts, Resume, Passport Copy, IELTS Report, Financial Proof, Health Insurance      Financial Information:     - Tuition Fee: 30922      Admission Insight:     - Chance of Admission: 0.76"
1501,"university of freiburg in Germany offers the program Software Engineering.      Admission Requirements:     - GRE Score: 323     - TOEFL Score: 100     - Minimum CGPA: 8.62      Application Details:     - Deadline: Jul 15, 2026     - Required Documents: SOP, LOR (2), Transcripts, Resume, Passport Copy, Language Proficiency Certificate, Motivation Letter, APS Certificate      Financial Information:     - Tuition Fee: 2929      Admission Insight:     - Chance of Admission: 0.8"
1502,"imperial college london in UK offers the program Cloud Computing.      Admission Requirements:     - GRE Score: 338     - TOEFL Score: 116     - Minimum CGPA: 9.59      Application Details:     - Deadline: Nov 15, 2026     - Required Documents: SOP, LOR (3), Transcripts, Resume, Passport Copy, IELTS/TOEFL Report, Financial Proof      Financial Information:     - Tuition Fee: 37663      Admission Insight:     - Chance of Admission: 0.64"
1503,"national university of ireland galway in Ireland offers the program AI & ML.      Admission Requirements:     - GRE Score: 320     - TOEFL Score: 94     - Minimum CGPA: 6.9      Application Details:     - Deadline: Nov 15, 2026     - Required Documents: SOP, LOR (3), Transcripts, Resume, Passport Copy, IELTS Report, Financial Proof      Financial Information:     - Tuition Fee: 15640      Admission Insight:     - Chance of Admission: 0.75"
1504,"monash university in Australia offers the program Bioinformatics.      Admission Requirements:     - GRE Score: 324     - TOEFL Score: 107     - Minimum CGPA: 7.92      Application Details:     - Deadline: Dec 01, 2025     - Required Documents: SOP, LOR (3), Transcripts, Resume, Passport Copy, IELTS Report, Financial Proof, Health Insurance      Financial Information:     - Tuition Fee: 31192      Admission Insight:     - Chance of Admission: 0.67"
1505,"dalhousie university in Canada offers the program Cybersecurity.      Admission Requirements:     - GRE Score: 311     - TOEFL Score: 85     - Minimum CGPA: 5.94      Application Details:     - Deadline: Dec 15, 2025     - Required Documents: SOP, LOR (3), Transcripts, Resume, Passport Copy, GRE Score Report, Financial Proof, Study Permit      Financial Information:     - Tuition Fee: 19062      Admission Insight:     - Chance of Admission: 0.79"
1506,"university of warwick in UK offers the program Information Systems.      Admission Requirements:     - GRE Score: 308     - TOEFL Score: 97     - Minimum CGPA: 6.78      Application Details:     - Deadline: Sep 01, 2026     - Required Documents: SOP, LOR (3), Transcripts, Resume, Passport Copy, IELTS/TOEFL Report, Financial Proof      Financial Information:     - Tuition Fee: 26917      Admission Insight:     - Chance of Admission: 0.68"
1507,"university of warwick in UK offers the program Cybersecurity.      Admission Requirements:     - GRE Score: 306     - TOEFL Score: 107     - Minimum CGPA: 7.12      Application Details:     - Deadline: Oct 01, 2026     - Required Documents: SOP, LOR (3), Transcripts, Resume, Passport Copy, IELTS/TOEFL Report, Financial Proof      Financial Information:     - Tuition Fee: 26619      Admission Insight:     - Chance of Admission: 0.75"
1508,"university of washington in USA offers the program Data Analytics.      Admission Requirements:     - GRE Score: 329     - TOEFL Score: 114     - Minimum CGPA: 9.43      Application Details:     - Deadline: Jan 15, 2026     - Required Documents: SOP, LOR (3), Transcripts, Resume, Passport Copy, GRE Score Report, Financial Proof      Financial Information:     - Tuition Fee: 37454      Admission Insight:     - Chance of Admission: 0.8"
1509,"utrecht university in Netherlands offers the program Electrical Engineering.      Admission Requirements:     - GRE Score: 322     - TOEFL Score: 91     - Minimum CGPA: 7.67      Application Details:     - Deadline: Jan 15, 2026     - Required Documents: SOP, LOR (2), Transcripts, Resume, Passport Copy, IELTS/TOEFL Report, Financial Proof      Financial Information:     - Tuition Fee: 13684      Admission Insight:     - Chance of Admission: 0.81"
1510,"university of sheffield in UK offers the program Business Analytics.      Admission Requirements:     - GRE Score: 314     - TOEFL Score: 104     - Minimum CGPA: 8.25      Application Details:     - Deadline: Jan 15, 2026     - Required Documents: SOP, LOR (3), Transcripts, Resume, Passport Copy, IELTS/TOEFL Report, Financial Proof      Financial Information:     - Tuition Fee: 24041      Admission Insight:     - Chance of Admission: 0.76"
1511,"university of sheffield in UK offers the program Machine Learning.      Admission Requirements:     - GRE Score: 309     - TOEFL Score: 93     - Minimum CGPA: 8.45      Application Details:     - Deadline: Jun 30, 2026     - Required Documents: SOP, LOR (3), Transcripts, Resume, Passport Copy, IELTS/TOEFL Report, Financial Proof      Financial Information:     - Tuition Fee: 23798      Admission Insight:     - Chance of Admission: 0.78"
1512,"mit in USA offers the program Software Engineering.      Admission Requirements:     - GRE Score: 340     - TOEFL Score: 115     - Minimum CGPA: 8.57      Application Details:     - Deadline: Jan 01, 2026     - Required Documents: SOP, LOR (3), Transcripts, Resume, Passport Copy, GRE Score Report, Financial Proof      Financial Information:     - Tuition Fee: 57701      Admission Insight:     - Chance of Admission: 0.62"
1513,"monash university in Australia offers the program Cybersecurity.      Admission Requirements:     - GRE Score: 322     - TOEFL Score: 104     - Minimum CGPA: 9.01      Application Details:     - Deadline: Jun 30, 2026     - Required Documents: SOP, LOR (3), Transcripts, Resume, Passport Copy, IELTS Report, Financial Proof, Health Insurance      Financial Information:     - Tuition Fee: 33169      Admission Insight:     - Chance of Admission: 0.73"
1514,"duke university in USA offers the program Information Systems.      Admission Requirements:     - GRE Score: 328     - TOEFL Score: 113     - Minimum CGPA: 9.3      Application Details:     - Deadline: May 15, 2026     - Required Documents: SOP, LOR (3), Transcripts, Resume, Passport Copy, GRE Score Report, Financial Proof      Financial Information:     - Tuition Fee: 57114      Admission Insight:     - Chance of Admission: 0.81"
1515,"university of adelaide in Australia offers the program Engineering.      Admission Requirements:     - GRE Score: 305     - TOEFL Score: 106     - Minimum CGPA: 8.67      Application Details:     - Deadline: May 01, 2026     - Required Documents: SOP, LOR (3), Transcripts, Resume, Passport Copy, IELTS Report, Financial Proof, Health Insurance      Financial Information:     - Tuition Fee: 28347      Admission Insight:     - Chance of Admission: 0.76"
1516,"northeastern university in USA offers the program Information Systems.      Admission Requirements:     - GRE Score: 306     - TOEFL Score: 102     - Minimum CGPA: 8.25      Application Details:     - Deadline: Feb 01, 2026     - Required Documents: SOP, LOR (3), Transcripts, Resume, Passport Copy, GRE Score Report, Financial Proof      Financial Information:     - Tuition Fee: 41704      Admission Insight:     - Chance of Admission: 0.8"
1517,"university of michigan in USA offers the program Robotics Engineering.      Admission Requirements:     - GRE Score: 324     - TOEFL Score: 113     - Minimum CGPA: 8.3      Application Details:     - Deadline: Oct 15, 2026     - Required Documents: SOP, LOR (3), Transcripts, Resume, Passport Copy, GRE Score Report, Financial Proof      Financial Information:     - Tuition Fee: 48788      Admission Insight:     - Chance of Admission: 0.75"
1518,"university college london in UK offers the program Cybersecurity.      Admission Requirements:     - GRE Score: 315     - TOEFL Score: 108     - Minimum CGPA: 9.3      Application Details:     - Deadline: Feb 01, 2026     - Required Documents: SOP, LOR (3), Transcripts, Resume, Passport Copy, IELTS/TOEFL Report, Financial Proof      Financial Information:     - Tuition Fee: 33500      Admission Insight:     - Chance of Admission: 0.72"
1519,"rmit university in Australia offers the program Data Science.      Admission Requirements:     - GRE Score: 322     - TOEFL Score: 104     - Minimum CGPA: 8.1      Application Details:     - Deadline: Jun 01, 2026     - Required Documents: SOP, LOR (3), Transcripts, Resume, Passport Copy, IELTS Report, Financial Proof, Health Insurance      Financial Information:     - Tuition Fee: 27657      Admission Insight:     - Chance of Admission: 0.85"
1520,"university of edinburgh in UK offers the program AI & ML.      Admission Requirements:     - GRE Score: 316     - TOEFL Score: 110     - Minimum CGPA: 8.28      Application Details:     - Deadline: Feb 01, 2026     - Required Documents: SOP, LOR (3), Transcripts, Resume, Passport Copy, IELTS/TOEFL Report, Financial Proof      Financial Information:     - Tuition Fee: 31944      Admission Insight:     - Chance of Admission: 0.67"
1521,"eth zurich in Switzerland offers the program AI & Machine Learning.      Admission Requirements:     - GRE Score: 331     - TOEFL Score: 107     - Minimum CGPA: 9.02      Application Details:     - Deadline: Oct 01, 2026     - Required Documents: SOP, LOR (2), Transcripts, Resume, Passport Copy, Language Proficiency Certificate, Motivation Letter      Financial Information:     - Tuition Fee: 1778      Admission Insight:     - Chance of Admission: 0.58"
1522,"singapore management university in Singapore offers the program Business Analytics.      Admission Requirements:     - GRE Score: 305     - TOEFL Score: 90     - Minimum CGPA: 8.55      Application Details:     - Deadline: Nov 01, 2026     - Required Documents: SOP, LOR (3), Transcripts, Resume, Passport Copy, IELTS/TOEFL Report, Financial Proof      Financial Information:     - Tuition Fee: 17211      Admission Insight:     - Chance of Admission: 0.71"
1523,"university of edinburgh in UK offers the program Information Systems.      Admission Requirements:     - GRE Score: 331     - TOEFL Score: 103     - Minimum CGPA: 8.96      Application Details:     - Deadline: Apr 01, 2026     - Required Documents: SOP, LOR (3), Transcripts, Resume, Passport Copy, IELTS/TOEFL Report, Financial Proof      Financial Information:     - Tuition Fee: 30527      Admission Insight:     - Chance of Admission: 0.75"
1524,"university of leeds in UK offers the program Electrical Engineering.      Admission Requirements:     - GRE Score: 306     - TOEFL Score: 93     - Minimum CGPA: 7.53      Application Details:     - Deadline: Dec 01, 2025     - Required Documents: SOP, LOR (3), Transcripts, Resume, Passport Copy, IELTS/TOEFL Report, Financial Proof      Financial Information:     - Tuition Fee: 25344      Admission Insight:     - Chance of Admission: 0.71"
1525,"mcmaster university in Canada offers the program Digital Transformation.      Admission Requirements:     - GRE Score: 323     - TOEFL Score: 107     - Minimum CGPA: 8.44      Application Details:     - Deadline: May 15, 2026     - Required Documents: SOP, LOR (3), Transcripts, Resume, Passport Copy, GRE Score Report, Financial Proof, Study Permit      Financial Information:     - Tuition Fee: 20957      Admission Insight:     - Chance of Admission: 0.83"
1526,"tokyo institute of technology in Japan offers the program Digital Transformation.      Admission Requirements:     - GRE Score: 319     - TOEFL Score: 112     - Minimum CGPA: 8.54      Application Details:     - Deadline: Jan 15, 2026     - Required Documents: SOP, LOR (2), Transcripts, Resume, Passport Copy, Language Proficiency Certificate, Financial Proof      Financial Information:     - Tuition Fee: 5214      Admission Insight:     - Chance of Admission: 0.68"
1527,"delft university of technology in Netherlands offers the program Data Science.      Admission Requirements:     - GRE Score: 336     - TOEFL Score: 119     - Minimum CGPA: 8.2      Application Details:     - Deadline: Jun 30, 2026     - Required Documents: SOP, LOR (2), Transcripts, Resume, Passport Copy, IELTS/TOEFL Report, Financial Proof      Financial Information:     - Tuition Fee: 19914      Admission Insight:     - Chance of Admission: 0.65"
1528,"university of illinois urbana-champaign in USA offers the program AI & ML.      Admission Requirements:     - GRE Score: 316     - TOEFL Score: 113     - Minimum CGPA: 9.28      Application Details:     - Deadline: Mar 01, 2026     - Required Documents: SOP, LOR (3), Transcripts, Resume, Passport Copy, GRE Score Report, Financial Proof      Financial Information:     - Tuition Fee: 32950      Admission Insight:     - Chance of Admission: 0.71"
1529,"university of southampton in UK offers the program Robotics Engineering.      Admission Requirements:     - GRE Score: 317     - TOEFL Score: 108     - Minimum CGPA: 7.79      Application Details:     - Deadline: Apr 01, 2026     - Required Documents: SOP, LOR (3), Transcripts, Resume, Passport Copy, IELTS/TOEFL Report, Financial Proof      Financial Information:     - Tuition Fee: 24617      Admission Insight:     - Chance of Admission: 0.81"
1530,"singapore management university in Singapore offers the program Information Systems.      Admission Requirements:     - GRE Score: 319     - TOEFL Score: 105     - Minimum CGPA: 8.18      Application Details:     - Deadline: Feb 15, 2026     - Required Documents: SOP, LOR (3), Transcripts, Resume, Passport Copy, IELTS/TOEFL Report, Financial Proof      Financial Information:     - Tuition Fee: 16707      Admission Insight:     - Chance of Admission: 0.78"
1531,"northwestern university in USA offers the program Bioinformatics.      Admission Requirements:     - GRE Score: 329     - TOEFL Score: 104     - Minimum CGPA: 9.44      Application Details:     - Deadline: Oct 01, 2026     - Required Documents: SOP, LOR (3), Transcripts, Resume, Passport Copy, GRE Score Report, Financial Proof      Financial Information:     - Tuition Fee: 56102      Admission Insight:     - Chance of Admission: 0.71"
1532,"mcgill university in Canada offers the program Human-Computer Interaction.      Admission Requirements:     - GRE Score: 330     - TOEFL Score: 101     - Minimum CGPA: 8.99      Application Details:     - Deadline: May 15, 2026     - Required Documents: SOP, LOR (3), Transcripts, Resume, Passport Copy, GRE Score Report, Financial Proof, Study Permit      Financial Information:     - Tuition Fee: 25289      Admission Insight:     - Chance of Admission: 0.77"
1533,"johns hopkins university in USA offers the program Network Engineering.      Admission Requirements:     - GRE Score: 328     - TOEFL Score: 103     - Minimum CGPA: 7.74      Application Details:     - Deadline: Apr 15, 2026     - Required Documents: SOP, LOR (3), Transcripts, Resume, Passport Copy, GRE Score Report, Financial Proof      Financial Information:     - Tuition Fee: 57341      Admission Insight:     - Chance of Admission: 0.64"
1534,"boston university in USA offers the program Electrical Engineering.      Admission Requirements:     - GRE Score: 316     - TOEFL Score: 99     - Minimum CGPA: 8.78      Application Details:     - Deadline: Apr 15, 2026     - Required Documents: SOP, LOR (3), Transcripts, Resume, Passport Copy, GRE Score Report, Financial Proof      Financial Information:     - Tuition Fee: 43242      Admission Insight:     - Chance of Admission: 0.81"
1535,"university of southern california in USA offers the program Engineering.      Admission Requirements:     - GRE Score: 323     - TOEFL Score: 103     - Minimum CGPA: 6.61      Application Details:     - Deadline: Apr 15, 2026     - Required Documents: SOP, LOR (3), Transcripts, Resume, Passport Copy, GRE Score Report, Financial Proof      Financial Information:     - Tuition Fee: 48249      Admission Insight:     - Chance of Admission: 0.75"
1536,"humboldt university berlin in Germany offers the program Computer Science.      Admission Requirements:     - GRE Score: 318     - TOEFL Score: 111     - Minimum CGPA: 7.64      Application Details:     - Deadline: Jun 30, 2026     - Required Documents: SOP, LOR (2), Transcripts, Resume, Passport Copy, Language Proficiency Certificate, Motivation Letter, APS Certificate      Financial Information:     - Tuition Fee: 383      Admission Insight:     - Chance of Admission: 0.66"
1537,"university of manchester in UK offers the program Digital Transformation.      Admission Requirements:     - GRE Score: 329     - TOEFL Score: 110     - Minimum CGPA: 9.06      Application Details:     - Deadline: Nov 15, 2026     - Required Documents: SOP, LOR (3), Transcripts, Resume, Passport Copy, IELTS/TOEFL Report, Financial Proof      Financial Information:     - Tuition Fee: 24946      Admission Insight:     - Chance of Admission: 0.71"
1538,"duke university in USA offers the program Robotics Engineering.      Admission Requirements:     - GRE Score: 329     - TOEFL Score: 114     - Minimum CGPA: 8.83      Application Details:     - Deadline: May 01, 2026     - Required Documents: SOP, LOR (3), Transcripts, Resume, Passport Copy, GRE Score Report, Financial Proof      Financial Information:     - Tuition Fee: 55610      Admission Insight:     - Chance of Admission: 0.71"
1539,"national university of singapore in Singapore offers the program Network Engineering.      Admission Requirements:     - GRE Score: 338     - TOEFL Score: 117     - Minimum CGPA: 8.47      Application Details:     - Deadline: May 01, 2026     - Required Documents: SOP, LOR (3), Transcripts, Resume, Passport Copy, IELTS/TOEFL Report, Financial Proof      Financial Information:     - Tuition Fee: 20619      Admission Insight:     - Chance of Admission: 0.64"
1540,"tokyo institute of technology in Japan offers the program Human-Computer Interaction.      Admission Requirements:     - GRE Score: 323     - TOEFL Score: 102     - Minimum CGPA: 9.23      Application Details:     - Deadline: Dec 01, 2025     - Required Documents: SOP, LOR (2), Transcripts, Resume, Passport Copy, Language Proficiency Certificate, Financial Proof      Financial Information:     - Tuition Fee: 7096      Admission Insight:     - Chance of Admission: 0.72"
1541,"university of manchester in UK offers the program Computational Finance.      Admission Requirements:     - GRE Score: 318     - TOEFL Score: 102     - Minimum CGPA: 7.88      Application Details:     - Deadline: Oct 15, 2026     - Required Documents: SOP, LOR (3), Transcripts, Resume, Passport Copy, IELTS/TOEFL Report, Financial Proof      Financial Information:     - Tuition Fee: 25534      Admission Insight:     - Chance of Admission: 0.65"
1542,"cornell university in USA offers the program Digital Transformation.      Admission Requirements:     - GRE Score: 331     - TOEFL Score: 106     - Minimum CGPA: 9.0      Application Details:     - Deadline: Dec 01, 2025     - Required Documents: SOP, LOR (3), Transcripts, Resume, Passport Copy, GRE Score Report, Financial Proof      Financial Information:     - Tuition Fee: 56058      Admission Insight:     - Chance of Admission: 0.71"
1543,"university of hamburg in Germany offers the program Business Analytics.      Admission Requirements:     - GRE Score: 305     - TOEFL Score: 98     - Minimum CGPA: 8.31      Application Details:     - Deadline: Nov 01, 2026     - Required Documents: SOP, LOR (2), Transcripts, Resume, Passport Copy, Language Proficiency Certificate, Motivation Letter, APS Certificate      Financial Information:     - Tuition Fee: 804      Admission Insight:     - Chance of Admission: 0.74"
1544,"university of hamburg in Germany offers the program Network Engineering.      Admission Requirements:     - GRE Score: 315     - TOEFL Score: 102     - Minimum CGPA: 7.85      Application Details:     - Deadline: Dec 01, 2025     - Required Documents: SOP, LOR (2), Transcripts, Resume, Passport Copy, Language Proficiency Certificate, Motivation Letter, APS Certificate      Financial Information:     - Tuition Fee: 1813      Admission Insight:     - Chance of Admission: 0.77"
1545,"university of california los angeles in USA offers the program Information Systems.      Admission Requirements:     - GRE Score: 315     - TOEFL Score: 110     - Minimum CGPA: 8.26      Application Details:     - Deadline: Jan 15, 2026     - Required Documents: SOP, LOR (3), Transcripts, Resume, Passport Copy, GRE Score Report, Financial Proof      Financial Information:     - Tuition Fee: 42372      Admission Insight:     - Chance of Admission: 0.71"
1546,"eth zurich in Switzerland offers the program Business Analytics.      Admission Requirements:     - GRE Score: 334     - TOEFL Score: 109     - Minimum CGPA: 8.37      Application Details:     - Deadline: Feb 01, 2026     - Required Documents: SOP, LOR (2), Transcripts, Resume, Passport Copy, Language Proficiency Certificate, Motivation Letter      Financial Information:     - Tuition Fee: 867      Admission Insight:     - Chance of Admission: 0.57"
1547,"university of queensland in Australia offers the program Business Analytics.      Admission Requirements:     - GRE Score: 316     - TOEFL Score: 110     - Minimum CGPA: 7.86      Application Details:     - Deadline: Dec 15, 2025     - Required Documents: SOP, LOR (3), Transcripts, Resume, Passport Copy, IELTS Report, Financial Proof, Health Insurance      Financial Information:     - Tuition Fee: 34921      Admission Insight:     - Chance of Admission: 0.64"
1548,"new york university in USA offers the program Machine Learning.      Admission Requirements:     - GRE Score: 309     - TOEFL Score: 103     - Minimum CGPA: 8.55      Application Details:     - Deadline: Jun 01, 2026     - Required Documents: SOP, LOR (3), Transcripts, Resume, Passport Copy, GRE Score Report, Financial Proof      Financial Information:     - Tuition Fee: 50056      Admission Insight:     - Chance of Admission: 0.83"
1549,"johns hopkins university in USA offers the program Data Analytics.      Admission Requirements:     - GRE Score: 321     - TOEFL Score: 107     - Minimum CGPA: 9.0      Application Details:     - Deadline: Mar 15, 2026     - Required Documents: SOP, LOR (3), Transcripts, Resume, Passport Copy, GRE Score Report, Financial Proof      Financial Information:     - Tuition Fee: 57400      Admission Insight:     - Chance of Admission: 0.71"
1550,"university of freiburg in Germany offers the program Cloud Computing.      Admission Requirements:     - GRE Score: 308     - TOEFL Score: 98     - Minimum CGPA: 6.64      Application Details:     - Deadline: Oct 15, 2026     - Required Documents: SOP, LOR (2), Transcripts, Resume, Passport Copy, Language Proficiency Certificate, Motivation Letter, APS Certificate      Financial Information:     - Tuition Fee: 1903      Admission Insight:     - Chance of Admission: 0.7"
1551,"rwth aachen in Germany offers the program Computer Science.      Admission Requirements:     - GRE Score: 328     - TOEFL Score: 107     - Minimum CGPA: 9.33      Application Details:     - Deadline: Apr 01, 2026     - Required Documents: SOP, LOR (2), Transcripts, Resume, Passport Copy, Language Proficiency Certificate, Motivation Letter, APS Certificate      Financial Information:     - Tuition Fee: 576      Admission Insight:     - Chance of Admission: 0.75"
1552,"university of amsterdam in Netherlands offers the program Electrical Engineering.      Admission Requirements:     - GRE Score: 322     - TOEFL Score: 104     - Minimum CGPA: 8.11      Application Details:     - Deadline: Jul 15, 2026     - Required Documents: SOP, LOR (2), Transcripts, Resume, Passport Copy, IELTS/TOEFL Report, Financial Proof      Financial Information:     - Tuition Fee: 16666      Admission Insight:     - Chance of Admission: 0.63"
1553,"singapore management university in Singapore offers the program Robotics Engineering.      Admission Requirements:     - GRE Score: 311     - TOEFL Score: 94     - Minimum CGPA: 7.36      Application Details:     - Deadline: Mar 15, 2026     - Required Documents: SOP, LOR (3), Transcripts, Resume, Passport Copy, IELTS/TOEFL Report, Financial Proof      Financial Information:     - Tuition Fee: 15688      Admission Insight:     - Chance of Admission: 0.73"
1554,"university of new south wales in Australia offers the program Computational Finance.      Admission Requirements:     - GRE Score: 329     - TOEFL Score: 101     - Minimum CGPA: 7.5      Application Details:     - Deadline: Nov 15, 2026     - Required Documents: SOP, LOR (3), Transcripts, Resume, Passport Copy, IELTS Report, Financial Proof, Health Insurance      Financial Information:     - Tuition Fee: 34903      Admission Insight:     - Chance of Admission: 0.65"
1555,"northeastern university in USA offers the program Computer Science.      Admission Requirements:     - GRE Score: 306     - TOEFL Score: 105     - Minimum CGPA: 7.13      Application Details:     - Deadline: Jun 01, 2026     - Required Documents: SOP, LOR (3), Transcripts, Resume, Passport Copy, GRE Score Report, Financial Proof      Financial Information:     - Tuition Fee: 40027      Admission Insight:     - Chance of Admission: 0.78"
1556,"nanyang technological university in Singapore offers the program Data Science.      Admission Requirements:     - GRE Score: 334     - TOEFL Score: 106     - Minimum CGPA: 8.32      Application Details:     - Deadline: Nov 01, 2026     - Required Documents: SOP, LOR (3), Transcripts, Resume, Passport Copy, IELTS/TOEFL Report, Financial Proof      Financial Information:     - Tuition Fee: 19187      Admission Insight:     - Chance of Admission: 0.54"
1557,"university of texas at austin in USA offers the program Cloud Computing.      Admission Requirements:     - GRE Score: 308     - TOEFL Score: 94     - Minimum CGPA: 8.17      Application Details:     - Deadline: Jun 30, 2026     - Required Documents: SOP, LOR (3), Transcripts, Resume, Passport Copy, GRE Score Report, Financial Proof      Financial Information:     - Tuition Fee: 30144      Admission Insight:     - Chance of Admission: 0.72"
1558,"university of freiburg in Germany offers the program Machine Learning.      Admission Requirements:     - GRE Score: 315     - TOEFL Score: 98     - Minimum CGPA: 8.75      Application Details:     - Deadline: Jul 15, 2026     - Required Documents: SOP, LOR (2), Transcripts, Resume, Passport Copy, Language Proficiency Certificate, Motivation Letter, APS Certificate      Financial Information:     - Tuition Fee: 2898      Admission Insight:     - Chance of Admission: 0.78"
1559,"osaka university in Japan offers the program Machine Learning.      Admission Requirements:     - GRE Score: 325     - TOEFL Score: 106     - Minimum CGPA: 8.42      Application Details:     - Deadline: May 01, 2026     - Required Documents: SOP, LOR (2), Transcripts, Resume, Passport Copy, Language Proficiency Certificate, Financial Proof      Financial Information:     - Tuition Fee: 5955      Admission Insight:     - Chance of Admission: 0.65"
1560,"national university of ireland galway in Ireland offers the program Engineering.      Admission Requirements:     - GRE Score: 325     - TOEFL Score: 90     - Minimum CGPA: 7.9      Application Details:     - Deadline: Dec 01, 2025     - Required Documents: SOP, LOR (3), Transcripts, Resume, Passport Copy, IELTS Report, Financial Proof      Financial Information:     - Tuition Fee: 15017      Admission Insight:     - Chance of Admission: 0.81"
1561,"university of queensland in Australia offers the program Computational Finance.      Admission Requirements:     - GRE Score: 330     - TOEFL Score: 112     - Minimum CGPA: 8.58      Application Details:     - Deadline: Jan 01, 2026     - Required Documents: SOP, LOR (3), Transcripts, Resume, Passport Copy, IELTS Report, Financial Proof, Health Insurance      Financial Information:     - Tuition Fee: 34658      Admission Insight:     - Chance of Admission: 0.75"
